case_id,customer_id,failure_category,final_action,policy_action,permitted_actions,recovery_sequence,decision_reason,guardrail_status,guardrail_reason,recovery_probability,expected_recovery,action_cost,erv
CASE_001200,UNSEEN_CUST_00530,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7883768826046315,20590.519952883547,5.0,20585.519952883547
CASE_001201,UNSEEN_CUST_00531,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8668340139743138,33180.81108035102,5.0,33175.81108035102
CASE_001202,UNSEEN_CUST_00531,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8668340139743138,41479.17779458978,5.0,41474.17779458978
CASE_001203,UNSEEN_CUST_00531,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8668340139743138,36872.37109064301,5.0,36867.37109064301
CASE_001204,UNSEEN_CUST_00532,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9414823184085652,39819.04375994867,5.0,39814.04375994867
CASE_001205,UNSEEN_CUST_00532,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8727359669176032,21910.98773167037,5.0,21905.98773167037
CASE_001206,UNSEEN_CUST_00534,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.5420540498818868,50300.40424851557,25.0,50275.40424851557
CASE_001207,UNSEEN_CUST_00537,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7539057263149307,16795.345911584234,5.0,16790.345911584234
CASE_001208,UNSEEN_CUST_00538,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8758973409851043,21572.396780361443,5.0,21567.396780361443
CASE_001209,UNSEEN_CUST_00539,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.4914687099382284,1452.2212322480736,25.0,1427.2212322480736
CASE_001210,UNSEEN_CUST_00540,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7877200775492436,31373.19709061964,5.0,31368.19709061964
CASE_001211,UNSEEN_CUST_00540,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8158290902296588,14272.799400913444,5.0,14267.799400913444
CASE_001212,UNSEEN_CUST_00540,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8158290902296588,12592.990987548772,5.0,12587.990987548772
CASE_001213,UNSEEN_CUST_00542,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.568972767071387,1354.894850227094,5.0,1349.894850227094
CASE_001214,UNSEEN_CUST_00542,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7011523150486316,12634.470233204023,5.0,12629.470233204023
CASE_001215,UNSEEN_CUST_00543,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5018559470827202,320.8917111241621,5.0,315.8917111241621
CASE_001216,UNSEEN_CUST_00543,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7668278315802047,6666.831840871564,5.0,6661.831840871564
CASE_001217,UNSEEN_CUST_00544,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9213076217811278,5566.586716182664,5.0,5561.586716182664
CASE_001218,UNSEEN_CUST_00544,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9277788976544692,73697.40234543156,5.0,73692.40234543156
CASE_001219,UNSEEN_CUST_00546,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8306020946890612,29690.3868479592,5.0,29685.3868479592
CASE_001220,UNSEEN_CUST_00547,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9856934737960082,4529.438936917942,2.0,4527.438936917942
CASE_001221,UNSEEN_CUST_00548,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7609872934368872,12859.102405513044,5.0,12854.102405513044
CASE_001222,UNSEEN_CUST_00548,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8284828142833888,30125.673195067156,5.0,30120.673195067156
CASE_001223,UNSEEN_CUST_00550,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9992632959870285,8852.403590718366,2.0,8850.403590718366
CASE_001224,UNSEEN_CUST_00551,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6471480235153257,1668.7553078773244,5.0,1663.7553078773244
CASE_001225,UNSEEN_CUST_00551,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,High-value case permitted for controlled recovery.,0.994027152239837,59734.342046879625,2.0,59732.342046879625
CASE_001226,UNSEEN_CUST_00552,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.954518380389143,13720.323561183974,5.0,13715.323561183974
CASE_001227,UNSEEN_CUST_00552,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9415006193792872,11495.336547367153,5.0,11490.336547367153
CASE_001228,UNSEEN_CUST_00552,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9983376566411136,14536.285466146366,2.0,14534.285466146366
CASE_001229,UNSEEN_CUST_00553,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6537519192851818,1934.804955201267,5.0,1929.804955201267
CASE_001230,UNSEEN_CUST_00553,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6723524154162324,7552.709493998546,5.0,7547.709493998546
CASE_001231,UNSEEN_CUST_00553,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,High-value case permitted for controlled recovery.,0.9978540110905167,52646.67783973456,2.0,52644.67783973456
CASE_001232,UNSEEN_CUST_00554,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7758613079443398,6536.25910600325,5.0,6531.25910600325
CASE_001233,UNSEEN_CUST_00555,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8512862087831891,5263.000370043275,5.0,5258.000370043275
CASE_001234,UNSEEN_CUST_00556,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.940433609335299,12514.444082785758,5.0,12509.444082785758
CASE_001235,UNSEEN_CUST_00556,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.4091573946250317,869.2303354372025,5.0,864.2303354372025
CASE_001236,UNSEEN_CUST_00556,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.940433609335299,7134.72183359146,5.0,7129.72183359146
CASE_001237,UNSEEN_CUST_00557,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7905259559798675,17106.483656052063,5.0,17101.483656052063
CASE_001238,UNSEEN_CUST_00557,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6544783463146933,30157.0597862719,5.0,30152.0597862719
CASE_001239,UNSEEN_CUST_00558,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8165030932835955,28982.97755564835,5.0,28977.97755564835
CASE_001240,UNSEEN_CUST_00558,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7501630150846696,20322.913795453765,5.0,20317.913795453765
CASE_001241,UNSEEN_CUST_00558,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7501630150846696,25910.435498640567,5.0,25905.435498640567
CASE_001242,UNSEEN_CUST_00560,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9836552892353556,38450.7606499646,2.0,38448.7606499646
CASE_001243,UNSEEN_CUST_00560,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7981500658164747,24849.96331665974,5.0,24844.96331665974
CASE_001244,UNSEEN_CUST_00560,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8251844918608898,4140.264165772992,5.0,4135.264165772992
CASE_001245,UNSEEN_CUST_00561,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8089616091222255,13443.542440027606,5.0,13438.542440027606
CASE_001246,UNSEEN_CUST_00561,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.75061163726334,19986.32589415252,5.0,19981.32589415252
CASE_001247,UNSEEN_CUST_00563,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6506879893476725,1371.5331577068112,5.0,1366.5331577068112
CASE_001248,UNSEEN_CUST_00563,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9919625268660412,10642.58739749092,2.0,10640.58739749092
CASE_001249,UNSEEN_CUST_00564,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.3162883066291996,11129.74586953532,25.0,11104.74586953532
CASE_001250,UNSEEN_CUST_00564,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.968379008235897,19831.03667426956,2.0,19829.03667426956
CASE_001251,UNSEEN_CUST_00565,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9146500554987534,8453.30557092614,5.0,8448.30557092614
CASE_001252,UNSEEN_CUST_00565,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7296044794870175,4931.703110734135,5.0,4926.703110734135
CASE_001253,UNSEEN_CUST_00565,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7967766992761222,32311.231323025997,5.0,32306.231323025997
CASE_001254,UNSEEN_CUST_00566,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9956429150115392,37108.368131095485,2.0,37106.368131095485
CASE_001255,UNSEEN_CUST_00567,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8822991652105339,50873.484564930855,5.0,50868.484564930855
CASE_001256,UNSEEN_CUST_00567,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.868136498449487,13717.928331169443,5.0,13712.928331169443
CASE_001257,UNSEEN_CUST_00568,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.1621905711017058,6857.376798537345,25.0,6832.376798537345
CASE_001258,UNSEEN_CUST_00568,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8614202225072854,30632.74917752595,5.0,30627.74917752595
CASE_001259,UNSEEN_CUST_00569,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8138359784922191,47873.68983745038,5.0,47868.68983745038
CASE_001260,UNSEEN_CUST_00571,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7987355577043647,36969.62704810248,5.0,36964.62704810248
CASE_001261,UNSEEN_CUST_00571,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9991205270929212,11425.832444576668,2.0,11423.832444576668
CASE_001262,UNSEEN_CUST_00572,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7263737769867358,12792.40102612204,5.0,12787.40102612204
CASE_001263,UNSEEN_CUST_00573,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5811907969985833,3003.4022459256694,5.0,2998.4022459256694
CASE_001264,UNSEEN_CUST_00574,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.996052151898276,46821.74224097087,2.0,46819.74224097087
CASE_001265,UNSEEN_CUST_00574,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8304659307410842,38409.38978780675,5.0,38404.38978780675
CASE_001266,UNSEEN_CUST_00576,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.998130477824717,24057.58956134192,2.0,24055.58956134192
CASE_001267,UNSEEN_CUST_00576,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7784190618410021,26522.138591234256,5.0,26517.138591234256
CASE_001268,UNSEEN_CUST_00576,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7784190618410021,27411.435664243887,5.0,27406.435664243887
CASE_001269,UNSEEN_CUST_00577,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6852558548620132,5205.237736324596,5.0,5200.237736324596
CASE_001270,UNSEEN_CUST_00577,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6852558548620132,3792.3429519773536,5.0,3787.3429519773536
CASE_001271,UNSEEN_CUST_00577,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6852558548620132,3727.079184360296,5.0,3722.079184360296
CASE_001272,UNSEEN_CUST_00579,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.4301057181695991,2399.47378052456,25.0,2374.47378052456
CASE_001273,UNSEEN_CUST_00579,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,High-value case permitted for controlled recovery.,0.9982938880551988,85158.0924579221,2.0,85156.0924579221
CASE_001274,UNSEEN_CUST_00580,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9180487721451048,39650.44384455758,5.0,39645.44384455758
CASE_001275,UNSEEN_CUST_00580,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8904849176814879,28266.814124399472,5.0,28261.814124399472
CASE_001276,UNSEEN_CUST_00581,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9465273471740108,568.039456859539,2.0,566.039456859539
CASE_001277,UNSEEN_CUST_00581,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7219339535700346,5474.988278405357,5.0,5469.988278405357
CASE_001278,UNSEEN_CUST_00583,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7810089399662435,9692.024161583897,5.0,9687.024161583897
CASE_001279,UNSEEN_CUST_00583,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8127200021873395,32002.524289331,5.0,31997.524289331
CASE_001280,UNSEEN_CUST_00584,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7908717357694485,7111.51864803888,5.0,7106.51864803888
CASE_001281,UNSEEN_CUST_00585,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8594147373547358,20407.928771794137,5.0,20402.928771794137
CASE_001282,UNSEEN_CUST_00586,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9143162111775752,22564.76635897373,5.0,22559.76635897373
CASE_001283,UNSEEN_CUST_00587,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8634333959029233,29692.70602937918,5.0,29687.70602937918
CASE_001284,UNSEEN_CUST_00588,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6874632108100759,2229.9931632257244,5.0,2224.9931632257244
CASE_001285,UNSEEN_CUST_00589,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.967523216744226,44074.813846834986,2.0,44072.813846834986
CASE_001286,UNSEEN_CUST_00589,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.96639266578978,19179.057837043947,2.0,19177.057837043947
CASE_001287,UNSEEN_CUST_00591,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8169540334501914,40213.8352074959,5.0,40208.8352074959
CASE_001288,UNSEEN_CUST_00593,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8522697428475913,16001.926919993806,5.0,15996.926919993806
CASE_001289,UNSEEN_CUST_00594,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7141408367238019,4962.321866509214,5.0,4957.321866509214
CASE_001290,UNSEEN_CUST_00595,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9616698032040288,8785.594138017272,2.0,8783.594138017272
CASE_001291,UNSEEN_CUST_00595,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.58192856623495,23569.462826074807,5.0,23564.462826074807
CASE_001292,UNSEEN_CUST_00595,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9616698032040288,21216.84964988692,2.0,21214.84964988692
CASE_001293,UNSEEN_CUST_00595,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.7218917464021942,14676.2613340456,25.0,14651.2613340456
CASE_001294,UNSEEN_CUST_00596,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7187480013599731,4144.049414041128,5.0,4139.049414041128
CASE_001295,UNSEEN_CUST_00596,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7187480013599731,3646.273298219266,5.0,3641.273298219266
CASE_001296,UNSEEN_CUST_00596,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.99896894461231,41278.40575001472,2.0,41276.40575001472
CASE_001297,UNSEEN_CUST_00596,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7750292500340187,32535.363652680586,5.0,32530.363652680586
CASE_001298,UNSEEN_CUST_00598,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8305737510110296,2903.478190096807,5.0,2898.478190096807
