case_id,customer_id,customer_segment,communication_opt_in,failure_category,recovery_amount,final_action,decision_reason,guardrail_status,recovery_probability,expected_recovery,action_cost,erv
CASE_002000,CUST_01090,high_value,1,expired_instrument,98972.02,reminder,High-value case permitted for controlled recovery.,passed,0.5678123666308378,56197.53690643461,5.0,56192.53690643461
CASE_002001,CUST_01091,new,1,unknown_failure,19939.96,reminder,Action passed all guardrails.,passed,0.5219786364421863,10408.233131511735,5.0,10403.233131511735
CASE_002002,CUST_01093,regular,1,unknown_failure,17080.5,reminder,Action passed all guardrails.,passed,0.4911002708838368,8388.238176831375,5.0,8383.238176831375
CASE_002003,CUST_01095,regular,1,risk_decline,3455.1,reminder,Action passed all guardrails.,passed,0.1879148064019924,649.264447599524,5.0,644.264447599524
CASE_002004,CUST_01096,new,1,insufficient_funds,7982.67,reminder,Action passed all guardrails.,passed,0.5382289334104053,4296.50395986724,5.0,4291.50395986724
CASE_002005,CUST_01096,new,1,temporary_bank_failure,16425.72,retry,Action passed all guardrails.,passed,0.6395141252500267,10504.479957401869,2.0,10502.479957401869
CASE_002006,CUST_01096,new,1,unknown_failure,6806.47,reminder,Action passed all guardrails.,passed,0.4637306368897848,3156.368668071214,5.0,3151.368668071214
CASE_002007,CUST_01097,regular,1,limit_exceeded,30422.47,reminder,Action passed all guardrails.,passed,0.4269206455037101,12987.98053021726,5.0,12982.98053021726
CASE_002008,CUST_01098,regular,1,unknown_failure,10988.35,reminder,Action passed all guardrails.,passed,0.5636382682234872,6193.454564633556,5.0,6188.454564633556
CASE_002009,CUST_01100,regular,1,blocked_instrument,35476.96,reminder,Action passed all guardrails.,passed,0.4713798714275618,16723.124843440753,5.0,16718.124843440753
CASE_002010,CUST_01100,regular,1,unknown_failure,34940.23,reminder,Action passed all guardrails.,passed,0.505249984624795,17653.5506702868,5.0,17648.5506702868
CASE_002011,CUST_01101,regular,1,unknown_failure,8404.08,escalate,Case routed to manual review.,passed,0.4755034643085903,3996.169154326538,25.0,3971.169154326538
CASE_002012,CUST_01101,regular,1,risk_decline,14886.11,escalate,Case routed to manual review.,passed,0.3010593933968756,4481.603246639164,25.0,4456.603246639164
CASE_002013,CUST_01101,regular,1,unknown_failure,62978.61,escalate,Case routed to manual review.,passed,0.4909692604085547,30920.56157325881,25.0,30895.56157325881
CASE_002014,CUST_01101,regular,1,expired_instrument,29948.64,reminder,Action passed all guardrails.,passed,0.5774665160678356,17294.336801769823,5.0,17289.336801769823
CASE_002015,CUST_01102,regular,1,temporary_bank_failure,48872.76,retry,Action passed all guardrails.,passed,0.8189002746469527,40021.9165867546,2.0,40019.9165867546
CASE_002016,CUST_01104,new,1,unknown_failure,15445.32,reminder,Action passed all guardrails.,passed,0.5038919396950524,7782.772254010787,5.0,7777.772254010787
CASE_002017,CUST_01105,high_value,1,unknown_failure,62190.07,reminder,High-value case permitted for controlled recovery.,passed,0.5058992392221708,31461.90910017355,5.0,31456.90910017355
CASE_002018,CUST_01107,regular,1,limit_exceeded,13752.03,reminder,Action passed all guardrails.,passed,0.5453906154762036,7500.228105747216,5.0,7495.228105747216
CASE_002019,CUST_01108,regular,1,risk_decline,9817.02,reminder,Action passed all guardrails.,passed,0.3140881192378886,3083.409348320738,5.0,3078.409348320738
CASE_002020,CUST_01108,regular,1,unknown_failure,44361.44,reminder,Action passed all guardrails.,passed,0.4983329062555361,22106.765320880597,5.0,22101.765320880597
CASE_002021,CUST_01108,regular,1,unknown_failure,10742.83,reminder,Action passed all guardrails.,passed,0.5457213354903085,5862.591534545351,5.0,5857.591534545351
CASE_002022,CUST_01112,regular,1,authentication_failed,34822.62,reminder,Action passed all guardrails.,passed,0.5396147983961967,18790.80107092737,5.0,18785.80107092737
CASE_002023,CUST_01113,regular,1,unknown_failure,19209.03,reminder,Action passed all guardrails.,passed,0.5113620799779137,9822.769535158144,5.0,9817.769535158144
CASE_002024,CUST_01116,regular,0,insufficient_funds,30927.98,escalate,Case routed to manual review.,passed,0.5256358761281763,16256.855864174711,25.0,16231.855864174711
CASE_002025,CUST_01117,new,0,timeout,1869.52,retry,Action passed all guardrails.,passed,0.726626869482749,1358.443465035389,2.0,1356.443465035389
CASE_002026,CUST_01117,new,0,blocked_instrument,15516.69,escalate,Case routed to manual review.,passed,0.2690384952631607,4174.586929064933,25.0,4149.586929064933
CASE_002027,CUST_01119,regular,1,insufficient_funds,17597.47,reminder,Action passed all guardrails.,passed,0.6136914719249185,10799.417266454597,5.0,10794.417266454597
CASE_002028,CUST_01119,regular,1,insufficient_funds,41239.4,reminder,Action passed all guardrails.,passed,0.6053984003755123,24966.266792445906,5.0,24961.266792445906
CASE_002029,CUST_01120,new,1,temporary_bank_failure,19566.2,retry,Action passed all guardrails.,passed,0.7810613916035215,15282.403400392825,2.0,15280.403400392825
CASE_002030,CUST_01121,high_value,1,timeout,16811.18,escalate,Case routed to manual review.,passed,0.6019671331239949,10119.77782903144,25.0,10094.77782903144
CASE_002031,CUST_01121,high_value,1,blocked_instrument,30362.62,escalate,Case routed to manual review.,passed,0.5160126297984943,15667.495393772357,25.0,15642.495393772357
CASE_002032,CUST_01123,regular,1,unknown_failure,9674.08,reminder,Action passed all guardrails.,passed,0.5386472019011141,5210.91612296753,5.0,5205.91612296753
CASE_002033,CUST_01124,regular,1,unknown_failure,1245.66,reminder,Action passed all guardrails.,passed,0.4296985471314381,535.2582922197472,5.0,530.2582922197472
CASE_002034,CUST_01124,regular,1,temporary_bank_failure,14418.58,retry,Action passed all guardrails.,passed,0.8447404063339194,12179.957127958123,2.0,12177.957127958123
CASE_002035,CUST_01125,regular,1,risk_decline,13598.27,reminder,Action passed all guardrails.,passed,0.2164615942595712,2943.5032033721,5.0,2938.5032033721
CASE_002036,CUST_01126,regular,1,temporary_bank_failure,4648.17,retry,Action passed all guardrails.,passed,0.8303069348424902,3859.4077853268177,2.0,3857.4077853268177
CASE_002037,CUST_01128,regular,1,insufficient_funds,34305.0,reminder,Action passed all guardrails.,passed,0.6107313502712038,20951.13897105365,5.0,20946.13897105365
CASE_002038,CUST_01129,high_value,1,risk_decline,64130.97,reminder,High-value case permitted for controlled recovery.,passed,0.373966979659016,23982.865153502964,5.0,23977.865153502964
CASE_002039,CUST_01129,high_value,1,insufficient_funds,58995.88,reminder,High-value case permitted for controlled recovery.,passed,0.5863629405831658,34592.99767909158,5.0,34587.99767909158
CASE_002040,CUST_01130,high_value,1,expired_instrument,134672.72,reminder,High-value case permitted for controlled recovery.,passed,0.6215729085234559,83708.91426916499,5.0,83703.91426916499
CASE_002041,CUST_01130,high_value,1,unknown_failure,26005.38,reminder,Action passed all guardrails.,passed,0.5332904573250586,13868.420993111937,5.0,13863.420993111937
CASE_002042,CUST_01130,high_value,1,unknown_failure,56703.92,reminder,High-value case permitted for controlled recovery.,passed,0.5572179918818547,31596.44443422934,5.0,31591.44443422934
CASE_002043,CUST_01131,new,1,timeout,4676.34,retry,Action passed all guardrails.,passed,0.6587333217064132,3080.4609816285683,2.0,3078.4609816285683
CASE_002044,CUST_01132,regular,1,insufficient_funds,41828.92,escalate,Case routed to manual review.,passed,0.519238194659432,21719.172905353807,25.0,21694.172905353807
CASE_002045,CUST_01132,regular,1,unknown_failure,9373.59,reminder,Action passed all guardrails.,passed,0.528671170271518,4955.546794945399,5.0,4950.546794945399
CASE_002046,CUST_01133,regular,1,temporary_bank_failure,37214.69,retry,Action passed all guardrails.,passed,0.8314590925329717,30942.492376295857,2.0,30940.492376295857
CASE_002047,CUST_01134,regular,1,insufficient_funds,13621.59,reminder,Action passed all guardrails.,passed,0.5914655425601643,8056.701119882108,5.0,8051.701119882108
CASE_002048,CUST_01134,regular,1,unknown_failure,28769.9,reminder,Action passed all guardrails.,passed,0.5123255763793018,14739.555599874877,5.0,14734.555599874877
CASE_002049,CUST_01135,regular,1,blocked_instrument,13113.82,reminder,Action passed all guardrails.,passed,0.5410735822213815,7095.541564006397,5.0,7090.541564006397
CASE_002050,CUST_01136,regular,1,timeout,17851.72,retry,Action passed all guardrails.,passed,0.7107771668433686,12688.5949648811,2.0,12686.5949648811
CASE_002051,CUST_01137,regular,1,authentication_failed,27883.05,reminder,Action passed all guardrails.,passed,0.5687085431238846,15857.328743350432,5.0,15852.328743350432
CASE_002052,CUST_01139,high_value,1,unknown_failure,12598.14,reminder,Action passed all guardrails.,passed,0.5794683918208091,7300.223925733408,5.0,7295.223925733408
CASE_002053,CUST_01140,regular,1,risk_decline,8385.96,reminder,Action passed all guardrails.,passed,0.2664862691616106,2234.7431937385,5.0,2229.7431937385
CASE_002054,CUST_01140,regular,1,temporary_bank_failure,37809.18,retry,Action passed all guardrails.,passed,0.8417274074907067,31825.02306074948,2.0,31823.02306074948
CASE_002055,CUST_01141,regular,1,insufficient_funds,14897.73,reminder,Action passed all guardrails.,passed,0.5961734301588233,8881.630795680006,5.0,8876.630795680006
CASE_002056,CUST_01141,regular,1,unknown_failure,10833.16,reminder,Action passed all guardrails.,passed,0.5542871867492265,6004.681780004251,5.0,5999.681780004251
CASE_002057,CUST_01141,regular,1,temporary_bank_failure,46421.18,retry,Action passed all guardrails.,passed,0.8145705097464437,37813.32425563142,2.0,37811.32425563142
CASE_002058,CUST_01143,high_value,1,temporary_bank_failure,31689.54,retry,Action passed all guardrails.,passed,0.8592440964696643,27229.05016483929,2.0,27227.05016483929
CASE_002059,CUST_01144,new,1,unknown_failure,13567.15,reminder,Action passed all guardrails.,passed,0.5019732877418558,6810.346890786918,5.0,6805.346890786918
CASE_002060,CUST_01147,regular,1,unknown_failure,27242.44,reminder,Action passed all guardrails.,passed,0.5542652908200767,15099.538929248489,5.0,15094.538929248489
CASE_002061,CUST_01148,regular,1,temporary_bank_failure,5851.82,retry,Action passed all guardrails.,passed,0.8006915495297778,4685.502823369345,2.0,4683.502823369345
CASE_002062,CUST_01149,regular,1,unknown_failure,5815.21,reminder,Action passed all guardrails.,passed,0.5890081271711768,3425.205951207099,5.0,3420.205951207099
CASE_002063,CUST_01149,regular,1,unknown_failure,44224.79,reminder,Action passed all guardrails.,passed,0.5636797884747483,24928.620272540164,5.0,24923.620272540164
CASE_002064,CUST_01150,regular,1,unknown_failure,8587.23,reminder,Action passed all guardrails.,passed,0.4941863269671686,4243.69165252228,5.0,4238.69165252228
CASE_002065,CUST_01150,regular,1,unknown_failure,29744.94,escalate,Case routed to manual review.,passed,0.4808766247560705,14303.64635077183,25.0,14278.64635077183
CASE_002066,CUST_01152,regular,1,temporary_bank_failure,2811.76,retry,Action passed all guardrails.,passed,0.848367012876175,2385.404432124714,2.0,2383.404432124714
CASE_002067,CUST_01153,new,1,authentication_failed,13741.48,reminder,Action passed all guardrails.,passed,0.5449220318532343,7488.035202270582,5.0,7483.035202270582
CASE_002068,CUST_01153,new,1,unknown_failure,14182.9,retry,Action passed all guardrails.,passed,0.529968845023171,7516.4951320791315,2.0,7514.4951320791315
CASE_002069,CUST_01156,regular,1,timeout,36022.41,retry,Action passed all guardrails.,passed,0.6694061648944665,24113.62332835608,2.0,24111.62332835608
CASE_002070,CUST_01156,regular,1,unknown_failure,41021.63,escalate,Case routed to manual review.,passed,0.5213884219718212,21388.20293241192,25.0,21363.20293241192
CASE_002071,CUST_01157,regular,0,unknown_failure,3526.37,escalate,Case routed to manual review.,passed,0.384432687161977,1355.651895027381,25.0,1330.651895027381
CASE_002072,CUST_01157,regular,0,unknown_failure,49113.34,escalate,Case routed to manual review.,passed,0.4892955453414287,24030.938478839,25.0,24005.938478839
CASE_002073,CUST_01157,regular,0,temporary_bank_failure,21680.74,retry,Action passed all guardrails.,passed,0.7949380718525834,17234.84565193718,2.0,17232.84565193718
CASE_002074,CUST_01158,new,1,timeout,6111.19,retry,Action passed all guardrails.,passed,0.7706756054838034,4709.745053476564,2.0,4707.745053476564
CASE_002075,CUST_01158,new,1,unknown_failure,11665.8,reminder,Action passed all guardrails.,passed,0.5250763383492637,6125.43554791484,5.0,6120.43554791484
CASE_002076,CUST_01158,new,1,unknown_failure,15819.21,reminder,Action passed all guardrails.,passed,0.5385785363892718,8519.886968634532,5.0,8514.886968634532
CASE_002077,CUST_01159,new,1,insufficient_funds,2594.56,reminder,Action passed all guardrails.,passed,0.5582944670117099,1448.528492329902,5.0,1443.528492329902
CASE_002078,CUST_01159,new,1,temporary_bank_failure,19648.01,retry,Action passed all guardrails.,passed,0.7869965705115559,15462.916487376757,2.0,15460.916487376757
CASE_002079,CUST_01159,new,1,temporary_bank_failure,13196.19,retry,Action passed all guardrails.,passed,0.727180218603675,9596.00832893563,2.0,9594.00832893563
CASE_002080,CUST_01160,regular,1,insufficient_funds,37202.74,reminder,Action passed all guardrails.,passed,0.6146713888248201,22867.45986388869,5.0,22862.45986388869
CASE_002081,CUST_01160,regular,1,unknown_failure,35299.71,reminder,Action passed all guardrails.,passed,0.5202346326933416,18364.13166603148,5.0,18359.13166603148
CASE_002082,CUST_01161,regular,1,unknown_failure,26250.24,reminder,Action passed all guardrails.,passed,0.5558168745414885,14590.326352763965,5.0,14585.326352763965
CASE_002083,CUST_01161,regular,1,risk_decline,46033.76,reminder,Action passed all guardrails.,passed,0.2015454195937737,9277.893474679076,5.0,9272.893474679076
CASE_002084,CUST_01161,regular,1,unknown_failure,39520.15,reminder,Action passed all guardrails.,passed,0.530843392993722,20979.01051762084,5.0,20974.01051762084
CASE_002085,CUST_01161,regular,1,unknown_failure,39410.91,reminder,Action passed all guardrails.,passed,0.530843392993722,20921.02118537021,5.0,20916.02118537021
CASE_002086,CUST_01162,regular,1,authentication_failed,10482.04,reminder,Action passed all guardrails.,passed,0.5561692333283004,5829.788150516578,5.0,5824.788150516578
CASE_002087,CUST_01162,regular,1,unknown_failure,9470.9,reminder,Action passed all guardrails.,passed,0.4981621275260494,4718.043693586461,5.0,4713.043693586461
CASE_002088,CUST_01162,regular,1,timeout,12052.92,retry,Action passed all guardrails.,passed,0.7289351403480098,8785.796931803334,2.0,8783.796931803334
CASE_002089,CUST_01163,regular,1,unknown_failure,49911.75,reminder,Action passed all guardrails.,passed,0.5011196991152179,25011.76114231398,5.0,25006.76114231398
CASE_002090,CUST_01164,regular,1,temporary_bank_failure,3862.86,retry,Action passed all guardrails.,passed,0.8072478492272513,3118.2854268659803,2.0,3116.2854268659803
CASE_002091,CUST_01164,regular,1,blocked_instrument,3246.26,reminder,Action passed all guardrails.,passed,0.3661523954865804,1188.6258753722666,5.0,1183.6258753722666
CASE_002092,CUST_01165,regular,1,timeout,4991.01,retry,Action passed all guardrails.,passed,0.6436091231036467,3212.259569501532,2.0,3210.259569501532
CASE_002093,CUST_01165,regular,1,unknown_failure,8429.21,reminder,Action passed all guardrails.,passed,0.5580252500473146,4703.712017951324,5.0,4698.712017951324
CASE_002094,CUST_01166,regular,1,unknown_failure,38159.26,escalate,Case routed to manual review.,passed,0.4367851319282547,16667.397413384573,25.0,16642.397413384573
CASE_002095,CUST_01166,regular,1,unknown_failure,23770.98,escalate,Case routed to manual review.,passed,0.4910045650804785,11671.659696436753,25.0,11646.659696436753
CASE_002096,CUST_01167,regular,1,authentication_failed,38459.98,escalate,Case routed to manual review.,passed,0.536705349123426,20641.676993179983,25.0,20616.676993179983
CASE_002097,CUST_01167,regular,1,unknown_failure,31899.03,escalate,Case routed to manual review.,passed,0.5037473068906693,16069.050454924663,25.0,16044.050454924663
CASE_002098,CUST_01168,high_value,1,unknown_failure,54489.92,escalate,Case routed to manual review.,passed,0.562878662736173,30671.21330220105,25.0,30646.21330220105
CASE_002099,CUST_01168,high_value,1,unknown_failure,73904.89,escalate,Case routed to manual review.,passed,0.5708611538088726,42189.43077751781,25.0,42164.43077751781
CASE_002100,CUST_01169,regular,1,unknown_failure,12680.08,reminder,Action passed all guardrails.,passed,0.5571571109184534,7064.796739014863,5.0,7059.796739014863
CASE_002101,CUST_01169,regular,1,unknown_failure,44882.34,escalate,Case routed to manual review.,passed,0.5580636672029792,25047.20325305096,25.0,25022.20325305096
CASE_002102,CUST_01170,regular,1,insufficient_funds,3978.83,reminder,Action passed all guardrails.,passed,0.6459112509000761,2569.9710624187496,5.0,2564.9710624187496
CASE_002103,CUST_01170,regular,1,timeout,19548.01,retry,Action passed all guardrails.,passed,0.7443707133008803,14550.96614731274,2.0,14548.96614731274
CASE_002104,CUST_01172,regular,1,unknown_failure,32349.88,reminder,Action passed all guardrails.,passed,0.5142335936602646,16635.39504687832,5.0,16630.39504687832
CASE_002105,CUST_01172,regular,1,timeout,11466.29,retry,Action passed all guardrails.,passed,0.7375373705577377,8456.817376652483,2.0,8454.817376652483
CASE_002106,CUST_01173,regular,1,authentication_failed,65657.84,reminder,High-value case permitted for controlled recovery.,passed,0.5726264521056879,37597.41597212292,5.0,37592.41597212292
CASE_002107,CUST_01175,high_value,1,unknown_failure,92836.94,reminder,High-value case permitted for controlled recovery.,passed,0.5713024185403833,53037.968351888456,5.0,53032.968351888456
CASE_002108,CUST_01175,high_value,1,unknown_failure,48053.76,reminder,Action passed all guardrails.,passed,0.592405650501661,28467.318951850702,5.0,28462.318951850702
CASE_002109,CUST_01176,regular,1,insufficient_funds,22567.16,reminder,Action passed all guardrails.,passed,0.5805197511437677,13100.68210722159,5.0,13095.68210722159
CASE_002110,CUST_01176,regular,1,timeout,37747.91,retry,Action passed all guardrails.,passed,0.6996941854478691,26411.993139809478,2.0,26409.993139809478
CASE_002111,CUST_01177,regular,1,unknown_failure,11052.21,reminder,Action passed all guardrails.,passed,0.5452026121261515,6025.693761766773,5.0,6020.693761766773
CASE_002112,CUST_01178,regular,1,unknown_failure,39401.63,reminder,Action passed all guardrails.,passed,0.5342394933420344,21049.9068480503,5.0,21044.9068480503
CASE_002113,CUST_01180,regular,1,temporary_bank_failure,12214.59,retry,Action passed all guardrails.,passed,0.8534633988520809,10424.70549698464,2.0,10422.70549698464
CASE_002114,CUST_01180,regular,1,unknown_failure,4417.37,reminder,Action passed all guardrails.,passed,0.5561197618748962,2456.5867525133103,5.0,2451.5867525133103
CASE_002115,CUST_01182,regular,1,temporary_bank_failure,5100.37,retry,Action passed all guardrails.,passed,0.8201654100657979,4183.147052537293,2.0,4181.147052537293
CASE_002116,CUST_01182,regular,1,risk_decline,3463.34,reminder,Action passed all guardrails.,passed,0.2189888443073256,758.4328240433333,5.0,753.4328240433333
CASE_002117,CUST_01182,regular,1,authentication_failed,41152.03,reminder,Action passed all guardrails.,passed,0.4837487998610597,19907.24512434633,5.0,19902.24512434633
CASE_002118,CUST_01182,regular,1,unknown_failure,31723.06,escalate,Case routed to manual review.,passed,0.4799835411026782,15226.54667341273,25.0,15201.54667341273
CASE_002119,CUST_01183,regular,0,temporary_bank_failure,10089.36,retry,Action passed all guardrails.,passed,0.7909405655421119,7980.084104357962,2.0,7978.084104357962
CASE_002120,CUST_01183,regular,0,authentication_failed,14641.59,escalate,Case routed to manual review.,passed,0.4969854708395032,7276.657499988962,25.0,7251.657499988962
CASE_002121,CUST_01185,regular,1,risk_decline,36601.85,reminder,Action passed all guardrails.,passed,0.3599970484753177,13176.55796873631,5.0,13171.55796873631
CASE_002122,CUST_01186,regular,1,unknown_failure,23237.16,reminder,Action passed all guardrails.,passed,0.5646484022728983,13120.8252673597,5.0,13115.8252673597
CASE_002123,CUST_01187,high_value,1,insufficient_funds,97105.88,reminder,High-value case permitted for controlled recovery.,passed,0.6313372683481852,61306.56101974667,5.0,61301.56101974667
CASE_002124,CUST_01187,high_value,1,unknown_failure,77295.28,reminder,High-value case permitted for controlled recovery.,passed,0.5953031211091736,46014.12143100749,5.0,46009.12143100749
CASE_002125,CUST_01191,regular,0,unknown_failure,20966.43,escalate,Case routed to manual review.,passed,0.5367700085896994,11254.15081119533,25.0,11229.15081119533
CASE_002126,CUST_01191,regular,0,blocked_instrument,30494.93,escalate,Case routed to manual review.,passed,0.4283772426583154,13063.334028458345,25.0,13038.334028458345
CASE_002127,CUST_01191,regular,0,unknown_failure,40765.17,escalate,Case routed to manual review.,passed,0.5176971373585476,21104.011812934543,25.0,21079.011812934543
CASE_002128,CUST_01191,regular,0,temporary_bank_failure,32400.13,retry,Action passed all guardrails.,passed,0.7589900457587333,24591.376151288907,2.0,24589.376151288907
CASE_002129,CUST_01192,regular,1,temporary_bank_failure,9811.4,retry,Action passed all guardrails.,passed,0.8694012578994208,8530.043501754377,2.0,8528.043501754377
CASE_002130,CUST_01193,regular,1,temporary_bank_failure,38342.81,retry,Action passed all guardrails.,passed,0.8380596603389876,32133.56232504233,2.0,32131.56232504233
CASE_002131,CUST_01194,regular,1,timeout,12476.21,retry,Action passed all guardrails.,passed,0.7634017583236699,9524.360651215353,2.0,9522.360651215353
CASE_002132,CUST_01194,regular,1,limit_exceeded,22462.18,reminder,Action passed all guardrails.,passed,0.4372213701048217,9820.945115141123,5.0,9815.945115141123
CASE_002133,CUST_01194,regular,1,temporary_bank_failure,48239.77,retry,Action passed all guardrails.,passed,0.733803423070876,35398.508354151745,2.0,35396.508354151745
CASE_002134,CUST_01195,high_value,0,temporary_bank_failure,23915.25,retry,Action passed all guardrails.,passed,0.8366526502244086,20008.757293279286,2.0,20006.757293279286
CASE_002135,CUST_01196,regular,1,insufficient_funds,1739.79,reminder,Action passed all guardrails.,passed,0.4393351938952514,764.3509769870195,5.0,759.3509769870195
CASE_002136,CUST_01196,regular,1,unknown_failure,28619.48,reminder,Action passed all guardrails.,passed,0.58465539826676,16732.533477587574,5.0,16727.533477587574
CASE_002137,CUST_01196,regular,1,unknown_failure,31607.14,reminder,Action passed all guardrails.,passed,0.5885698116856232,18603.008437721128,5.0,18598.008437721128
CASE_002138,CUST_01199,new,1,insufficient_funds,4715.33,reminder,Action passed all guardrails.,passed,0.4590822632552235,2164.724368395253,5.0,2159.724368395253
CASE_002139,CUST_01200,regular,1,authentication_failed,54466.89,reminder,High-value case permitted for controlled recovery.,passed,0.5574424831896783,30362.15841321905,5.0,30357.15841321905
CASE_002140,CUST_01201,regular,1,unknown_failure,18093.55,escalate,Case routed to manual review.,passed,0.5207033296121494,9421.371729503904,25.0,9396.371729503904
CASE_002141,CUST_01202,new,1,unknown_failure,13422.39,reminder,Action passed all guardrails.,passed,0.4283662021887775,5749.698228596625,5.0,5744.698228596625
CASE_002142,CUST_01203,regular,1,unknown_failure,27168.01,reminder,Action passed all guardrails.,passed,0.5689008014319124,15455.902662310207,5.0,15450.902662310207
CASE_002143,CUST_01204,high_value,1,limit_exceeded,112619.9,reminder,High-value case permitted for controlled recovery.,passed,0.5604303976612385,63115.61534156891,5.0,63110.61534156891
CASE_002144,CUST_01205,regular,1,unknown_failure,1976.29,reminder,Action passed all guardrails.,passed,0.4738951453464881,936.554236796811,5.0,931.554236796811
CASE_002145,CUST_01205,regular,1,unknown_failure,6509.04,reminder,Action passed all guardrails.,passed,0.5361320929175528,3489.705238084068,5.0,3484.705238084068
CASE_002146,CUST_01206,regular,1,insufficient_funds,12914.46,reminder,Action passed all guardrails.,passed,0.6444957163538271,8323.314149022845,5.0,8318.314149022845
CASE_002147,CUST_01206,regular,1,unknown_failure,18352.62,reminder,Action passed all guardrails.,passed,0.5640028271451595,10350.929565520795,5.0,10345.929565520795
CASE_002148,CUST_01206,regular,1,unknown_failure,30172.74,reminder,Action passed all guardrails.,passed,0.5337353740889513,16104.258671188669,5.0,16099.258671188669
CASE_002149,CUST_01207,regular,1,temporary_bank_failure,18032.54,retry,Action passed all guardrails.,passed,0.8572042441358948,15457.569820550289,2.0,15455.569820550289
CASE_002150,CUST_01209,new,1,temporary_bank_failure,14999.78,retry,Action passed all guardrails.,passed,0.7697900437381648,11546.68130226285,2.0,11544.68130226285
CASE_002151,CUST_01210,regular,1,unknown_failure,24310.68,escalate,Case routed to manual review.,passed,0.5279159745098214,12833.996323196425,25.0,12808.996323196425
CASE_002152,CUST_01210,regular,1,expired_instrument,47241.4,reminder,Action passed all guardrails.,passed,0.5427614028584165,25640.808536995595,5.0,25635.808536995595
CASE_002153,CUST_01212,regular,1,expired_instrument,56301.82,reminder,High-value case permitted for controlled recovery.,passed,0.5035179519077262,28348.97709507746,5.0,28343.97709507746
CASE_002154,CUST_01215,regular,1,timeout,11324.58,retry,Action passed all guardrails.,passed,0.7201865085795331,8155.809731329609,2.0,8153.809731329609
CASE_002155,CUST_01216,high_value,1,unknown_failure,17263.06,reminder,Action passed all guardrails.,passed,0.5580869031702596,9634.287694642382,5.0,9629.287694642382
CASE_002156,CUST_01216,high_value,1,unknown_failure,56338.43,reminder,High-value case permitted for controlled recovery.,passed,0.5431102584355045,30597.97927715058,5.0,30592.97927715058
CASE_002157,CUST_01217,regular,1,unknown_failure,47763.77,reminder,Action passed all guardrails.,passed,0.4921688432192062,23507.83942868822,5.0,23502.83942868822
CASE_002158,CUST_01218,regular,1,unknown_failure,47171.46,escalate,Case routed to manual review.,passed,0.5421154593401695,25572.37770564643,25.0,25547.37770564643
CASE_002159,CUST_01218,regular,1,insufficient_funds,9234.83,reminder,Action passed all guardrails.,passed,0.6149643411002702,5679.091146123008,5.0,5674.091146123008
CASE_002160,CUST_01218,regular,1,unknown_failure,47195.2,escalate,Case routed to manual review.,passed,0.5421154593401695,25585.247526651165,25.0,25560.247526651165
CASE_002161,CUST_01219,regular,1,insufficient_funds,33679.37,reminder,Action passed all guardrails.,passed,0.5644393485040946,19009.96166082835,5.0,19004.96166082835
CASE_002162,CUST_01220,high_value,1,unknown_failure,28964.23,reminder,Action passed all guardrails.,passed,0.5361207271730237,15528.324049606708,5.0,15523.324049606708
CASE_002163,CUST_01221,regular,1,authentication_failed,68515.98,reminder,High-value case permitted for controlled recovery.,passed,0.5788120597181629,39657.87550740845,5.0,39652.87550740845
CASE_002164,CUST_01221,regular,1,blocked_instrument,6707.33,reminder,Action passed all guardrails.,passed,0.5755952419266683,3860.707234032,5.0,3855.707234032
CASE_002165,CUST_01222,new,1,authentication_failed,3622.47,reminder,Action passed all guardrails.,passed,0.4296908952283091,1556.542377237693,5.0,1551.542377237693
CASE_002166,CUST_01222,new,1,expired_instrument,5716.87,reminder,Action passed all guardrails.,passed,0.5216183674265589,2982.024396189872,5.0,2977.024396189872
CASE_002167,CUST_01223,regular,1,insufficient_funds,10255.17,reminder,Action passed all guardrails.,passed,0.5927528412144466,6078.781154637157,5.0,6073.781154637157
CASE_002168,CUST_01224,high_value,1,temporary_bank_failure,69601.75,retry,High-value case permitted for controlled recovery.,passed,0.8453543427995017,58838.14162894522,2.0,58836.14162894522
CASE_002169,CUST_01224,high_value,1,blocked_instrument,99098.79,escalate,Case routed to manual review.,passed,0.4479288005568593,44389.20214133608,25.0,44364.20214133608
CASE_002170,CUST_01225,regular,1,unknown_failure,8028.75,reminder,Action passed all guardrails.,passed,0.5515780961820843,4428.482639721909,5.0,4423.482639721909
CASE_002171,CUST_01226,new,1,unknown_failure,2626.57,reminder,Action passed all guardrails.,passed,0.4226105640808377,1110.016229297806,5.0,1105.016229297806
CASE_002172,CUST_01227,regular,1,expired_instrument,39969.84,reminder,Action passed all guardrails.,passed,0.5356710880213303,21410.687680838488,5.0,21405.687680838488
CASE_002173,CUST_01228,regular,1,timeout,14578.5,retry,Action passed all guardrails.,passed,0.7759940669464211,11312.8295049784,2.0,11310.8295049784
CASE_002174,CUST_01228,regular,1,unknown_failure,8990.33,reminder,Action passed all guardrails.,passed,0.5918832994426096,5321.2261834778765,5.0,5316.2261834778765
CASE_002175,CUST_01228,regular,1,unknown_failure,10187.89,reminder,Action passed all guardrails.,passed,0.593133557222979,6042.779436296415,5.0,6037.779436296415
CASE_002176,CUST_01229,new,1,unknown_failure,13347.36,reminder,Action passed all guardrails.,passed,0.4774400539679691,6372.564278729913,5.0,6367.564278729913
