case_id,failure_category,customer_segment,amount_bucket,action,attempt_number,recovery_amount,customer_lifetime_value,successful_payment_count,failed_payment_count,total_payment_attempts,historical_failure_rate,communication_opt_in,recovered
CASE_002036,temporary_bank_failure,regular,0_5k,retry,1,4648.17,61812.63,7,1,8,0.125,1,1
CASE_002036,temporary_bank_failure,regular,0_5k,reminder,1,4648.17,61812.63,7,1,8,0.125,1,0
CASE_002036,temporary_bank_failure,regular,0_5k,escalate,1,4648.17,61812.63,7,1,8,0.125,1,1
CASE_002037,insufficient_funds,regular,25k_100k,retry,1,34305.0,77460.01,3,0,3,0.0,1,0
CASE_002037,insufficient_funds,regular,25k_100k,reminder,1,34305.0,77460.01,3,0,3,0.0,1,1
CASE_002037,insufficient_funds,regular,25k_100k,escalate,1,34305.0,77460.01,3,0,3,0.0,1,1
CASE_002038,risk_decline,high_value,25k_100k,retry,1,64130.97,100625.8,1,2,3,0.6666666666666666,1,0
CASE_002038,risk_decline,high_value,25k_100k,reminder,1,64130.97,100625.8,1,2,3,0.6666666666666666,1,0
CASE_002038,risk_decline,high_value,25k_100k,escalate,1,64130.97,100625.8,1,2,3,0.6666666666666666,1,0
CASE_002039,insufficient_funds,high_value,25k_100k,retry,1,58995.88,100625.8,1,2,3,0.6666666666666666,1,0
CASE_002039,insufficient_funds,high_value,25k_100k,reminder,1,58995.88,100625.8,1,2,3,0.6666666666666666,1,0
CASE_002039,insufficient_funds,high_value,25k_100k,escalate,1,58995.88,100625.8,1,2,3,0.6666666666666666,1,0
CASE_002040,expired_instrument,high_value,100k_plus,retry,1,134672.72,346454.2,1,1,2,0.5,1,0
CASE_002040,expired_instrument,high_value,100k_plus,reminder,1,134672.72,346454.2,1,1,2,0.5,1,1
CASE_002040,expired_instrument,high_value,100k_plus,escalate,1,134672.72,346454.2,1,1,2,0.5,1,0
CASE_002041,unknown_failure,high_value,25k_100k,retry,1,26005.38,346454.2,1,1,2,0.5,1,1
CASE_002041,unknown_failure,high_value,25k_100k,reminder,1,26005.38,346454.2,1,1,2,0.5,1,0
CASE_002041,unknown_failure,high_value,25k_100k,escalate,1,26005.38,346454.2,1,1,2,0.5,1,0
CASE_002042,unknown_failure,high_value,25k_100k,retry,1,56703.92,346454.2,1,1,2,0.5,1,0
CASE_002042,unknown_failure,high_value,25k_100k,reminder,1,56703.92,346454.2,1,1,2,0.5,1,1
CASE_002042,unknown_failure,high_value,25k_100k,escalate,1,56703.92,346454.2,1,1,2,0.5,1,0
CASE_002043,timeout,new,0_5k,retry,1,4676.34,9543.14,1,1,2,0.5,1,0
CASE_002043,timeout,new,0_5k,reminder,1,4676.34,9543.14,1,1,2,0.5,1,1
CASE_002043,timeout,new,0_5k,escalate,1,4676.34,9543.14,1,1,2,0.5,1,1
CASE_002044,insufficient_funds,regular,25k_100k,retry,1,41828.92,48159.78,7,1,8,0.125,1,1
CASE_002044,insufficient_funds,regular,25k_100k,reminder,1,41828.92,48159.78,7,1,8,0.125,1,0
CASE_002044,insufficient_funds,regular,25k_100k,escalate,1,41828.92,48159.78,7,1,8,0.125,1,0
CASE_002045,unknown_failure,regular,5k_25k,retry,1,9373.59,48159.78,7,1,8,0.125,1,0
CASE_002045,unknown_failure,regular,5k_25k,reminder,1,9373.59,48159.78,7,1,8,0.125,1,1
CASE_002045,unknown_failure,regular,5k_25k,escalate,1,9373.59,48159.78,7,1,8,0.125,1,0
CASE_002046,temporary_bank_failure,regular,25k_100k,retry,1,37214.69,55632.87,7,0,7,0.0,1,1
CASE_002046,temporary_bank_failure,regular,25k_100k,reminder,1,37214.69,55632.87,7,0,7,0.0,1,0
CASE_002046,temporary_bank_failure,regular,25k_100k,escalate,1,37214.69,55632.87,7,0,7,0.0,1,0
CASE_002047,insufficient_funds,regular,5k_25k,retry,1,13621.59,45974.58,4,0,4,0.0,1,1
CASE_002047,insufficient_funds,regular,5k_25k,reminder,1,13621.59,45974.58,4,0,4,0.0,1,0
CASE_002047,insufficient_funds,regular,5k_25k,escalate,1,13621.59,45974.58,4,0,4,0.0,1,0
CASE_002048,unknown_failure,regular,25k_100k,retry,1,28769.9,45974.58,4,0,4,0.0,1,0
CASE_002048,unknown_failure,regular,25k_100k,reminder,1,28769.9,45974.58,4,0,4,0.0,1,1
CASE_002048,unknown_failure,regular,25k_100k,escalate,1,28769.9,45974.58,4,0,4,0.0,1,0
CASE_002049,blocked_instrument,regular,5k_25k,retry,1,13113.82,36319.16,3,0,3,0.0,1,0
CASE_002049,blocked_instrument,regular,5k_25k,reminder,1,13113.82,36319.16,3,0,3,0.0,1,1
CASE_002049,blocked_instrument,regular,5k_25k,escalate,1,13113.82,36319.16,3,0,3,0.0,1,1
CASE_002050,timeout,regular,5k_25k,retry,1,17851.72,24337.22,1,1,2,0.5,1,1
CASE_002050,timeout,regular,5k_25k,reminder,1,17851.72,24337.22,1,1,2,0.5,1,1
CASE_002050,timeout,regular,5k_25k,escalate,1,17851.72,24337.22,1,1,2,0.5,1,0
CASE_002051,authentication_failed,regular,25k_100k,retry,1,27883.05,92134.05,4,2,6,0.3333333333333333,1,0
CASE_002051,authentication_failed,regular,25k_100k,reminder,1,27883.05,92134.05,4,2,6,0.3333333333333333,1,1
CASE_002051,authentication_failed,regular,25k_100k,escalate,1,27883.05,92134.05,4,2,6,0.3333333333333333,1,1
CASE_002052,unknown_failure,high_value,5k_25k,retry,1,12598.14,163904.2,1,0,1,0.0,1,0
CASE_002052,unknown_failure,high_value,5k_25k,reminder,1,12598.14,163904.2,1,0,1,0.0,1,1
CASE_002052,unknown_failure,high_value,5k_25k,escalate,1,12598.14,163904.2,1,0,1,0.0,1,0
CASE_002053,risk_decline,regular,5k_25k,retry,1,8385.96,32207.08,1,1,2,0.5,1,0
CASE_002053,risk_decline,regular,5k_25k,reminder,1,8385.96,32207.08,1,1,2,0.5,1,0
CASE_002053,risk_decline,regular,5k_25k,escalate,1,8385.96,32207.08,1,1,2,0.5,1,0
CASE_002054,temporary_bank_failure,regular,25k_100k,retry,1,37809.18,32207.08,1,1,2,0.5,1,1
CASE_002054,temporary_bank_failure,regular,25k_100k,reminder,1,37809.18,32207.08,1,1,2,0.5,1,1
CASE_002054,temporary_bank_failure,regular,25k_100k,escalate,1,37809.18,32207.08,1,1,2,0.5,1,1
CASE_002055,insufficient_funds,regular,5k_25k,retry,1,14897.73,66190.39,3,1,4,0.25,1,0
CASE_002055,insufficient_funds,regular,5k_25k,reminder,1,14897.73,66190.39,3,1,4,0.25,1,1
CASE_002055,insufficient_funds,regular,5k_25k,escalate,1,14897.73,66190.39,3,1,4,0.25,1,0
CASE_002056,unknown_failure,regular,5k_25k,retry,1,10833.16,66190.39,3,1,4,0.25,1,1
CASE_002056,unknown_failure,regular,5k_25k,reminder,1,10833.16,66190.39,3,1,4,0.25,1,1
CASE_002056,unknown_failure,regular,5k_25k,escalate,1,10833.16,66190.39,3,1,4,0.25,1,1
CASE_002057,temporary_bank_failure,regular,25k_100k,retry,1,46421.18,66190.39,3,1,4,0.25,1,1
CASE_002057,temporary_bank_failure,regular,25k_100k,reminder,1,46421.18,66190.39,3,1,4,0.25,1,0
CASE_002057,temporary_bank_failure,regular,25k_100k,escalate,1,46421.18,66190.39,3,1,4,0.25,1,1
CASE_002058,temporary_bank_failure,high_value,25k_100k,retry,1,31689.54,234680.75,3,0,3,0.0,1,1
CASE_002058,temporary_bank_failure,high_value,25k_100k,reminder,1,31689.54,234680.75,3,0,3,0.0,1,1
CASE_002058,temporary_bank_failure,high_value,25k_100k,escalate,1,31689.54,234680.75,3,0,3,0.0,1,0
CASE_002059,unknown_failure,new,5k_25k,retry,1,13567.15,14934.68,2,4,6,0.6666666666666666,1,1
CASE_002059,unknown_failure,new,5k_25k,reminder,1,13567.15,14934.68,2,4,6,0.6666666666666666,1,1
CASE_002059,unknown_failure,new,5k_25k,escalate,1,13567.15,14934.68,2,4,6,0.6666666666666666,1,1
CASE_002060,unknown_failure,regular,25k_100k,retry,1,27242.44,91340.42,6,1,7,0.14285714285714285,1,0
CASE_002060,unknown_failure,regular,25k_100k,reminder,1,27242.44,91340.42,6,1,7,0.14285714285714285,1,0
CASE_002060,unknown_failure,regular,25k_100k,escalate,1,27242.44,91340.42,6,1,7,0.14285714285714285,1,0
CASE_002061,temporary_bank_failure,regular,5k_25k,retry,1,5851.82,21135.32,2,0,2,0.0,1,1
CASE_002061,temporary_bank_failure,regular,5k_25k,reminder,1,5851.82,21135.32,2,0,2,0.0,1,1
CASE_002061,temporary_bank_failure,regular,5k_25k,escalate,1,5851.82,21135.32,2,0,2,0.0,1,1
CASE_002062,unknown_failure,regular,5k_25k,retry,1,5815.21,89650.58,1,0,1,0.0,1,0
CASE_002062,unknown_failure,regular,5k_25k,reminder,1,5815.21,89650.58,1,0,1,0.0,1,1
CASE_002062,unknown_failure,regular,5k_25k,escalate,1,5815.21,89650.58,1,0,1,0.0,1,1
CASE_002063,unknown_failure,regular,25k_100k,retry,1,44224.79,89650.58,1,0,1,0.0,1,0
CASE_002063,unknown_failure,regular,25k_100k,reminder,1,44224.79,89650.58,1,0,1,0.0,1,0
CASE_002063,unknown_failure,regular,25k_100k,escalate,1,44224.79,89650.58,1,0,1,0.0,1,0
CASE_002064,unknown_failure,regular,5k_25k,retry,1,8587.23,44686.07,2,2,4,0.5,1,0
CASE_002064,unknown_failure,regular,5k_25k,reminder,1,8587.23,44686.07,2,2,4,0.5,1,0
CASE_002064,unknown_failure,regular,5k_25k,escalate,1,8587.23,44686.07,2,2,4,0.5,1,0
CASE_002065,unknown_failure,regular,25k_100k,retry,1,29744.94,44686.07,2,2,4,0.5,1,1
CASE_002065,unknown_failure,regular,25k_100k,reminder,1,29744.94,44686.07,2,2,4,0.5,1,0
CASE_002065,unknown_failure,regular,25k_100k,escalate,1,29744.94,44686.07,2,2,4,0.5,1,0
CASE_002066,temporary_bank_failure,regular,0_5k,retry,1,2811.76,91839.65,4,0,4,0.0,1,1
CASE_002066,temporary_bank_failure,regular,0_5k,reminder,1,2811.76,91839.65,4,0,4,0.0,1,0
CASE_002066,temporary_bank_failure,regular,0_5k,escalate,1,2811.76,91839.65,4,0,4,0.0,1,1
CASE_002067,authentication_failed,new,5k_25k,retry,1,13741.48,2670.02,4,1,5,0.2,1,0
CASE_002067,authentication_failed,new,5k_25k,reminder,1,13741.48,2670.02,4,1,5,0.2,1,1
CASE_002067,authentication_failed,new,5k_25k,escalate,1,13741.48,2670.02,4,1,5,0.2,1,1
CASE_002068,unknown_failure,new,5k_25k,retry,1,14182.9,2670.02,4,1,5,0.2,1,1
CASE_002068,unknown_failure,new,5k_25k,reminder,1,14182.9,2670.02,4,1,5,0.2,1,0
CASE_002068,unknown_failure,new,5k_25k,escalate,1,14182.9,2670.02,4,1,5,0.2,1,1
CASE_002069,timeout,regular,25k_100k,retry,1,36022.41,75817.15,3,2,5,0.4,1,1
CASE_002069,timeout,regular,25k_100k,reminder,1,36022.41,75817.15,3,2,5,0.4,1,0
CASE_002069,timeout,regular,25k_100k,escalate,1,36022.41,75817.15,3,2,5,0.4,1,0
CASE_002070,unknown_failure,regular,25k_100k,retry,1,41021.63,75817.15,3,2,5,0.4,1,0
CASE_002070,unknown_failure,regular,25k_100k,reminder,1,41021.63,75817.15,3,2,5,0.4,1,0
CASE_002070,unknown_failure,regular,25k_100k,escalate,1,41021.63,75817.15,3,2,5,0.4,1,0
CASE_002071,unknown_failure,regular,0_5k,retry,1,3526.37,81162.5,1,0,1,0.0,0,0
CASE_002071,unknown_failure,regular,0_5k,reminder,1,3526.37,81162.5,1,0,1,0.0,0,1
CASE_002071,unknown_failure,regular,0_5k,escalate,1,3526.37,81162.5,1,0,1,0.0,0,0
CASE_002072,unknown_failure,regular,25k_100k,retry,1,49113.34,81162.5,1,0,1,0.0,0,0
CASE_002072,unknown_failure,regular,25k_100k,reminder,1,49113.34,81162.5,1,0,1,0.0,0,0
CASE_002072,unknown_failure,regular,25k_100k,escalate,1,49113.34,81162.5,1,0,1,0.0,0,0
CASE_002073,temporary_bank_failure,regular,5k_25k,retry,1,21680.74,81162.5,1,0,1,0.0,0,0
CASE_002073,temporary_bank_failure,regular,5k_25k,reminder,1,21680.74,81162.5,1,0,1,0.0,0,1
CASE_002073,temporary_bank_failure,regular,5k_25k,escalate,1,21680.74,81162.5,1,0,1,0.0,0,0
CASE_002074,timeout,new,5k_25k,retry,1,6111.19,19876.86,1,3,4,0.75,1,1
CASE_002074,timeout,new,5k_25k,reminder,1,6111.19,19876.86,1,3,4,0.75,1,1
CASE_002074,timeout,new,5k_25k,escalate,1,6111.19,19876.86,1,3,4,0.75,1,0
CASE_002075,unknown_failure,new,5k_25k,retry,1,11665.8,19876.86,1,3,4,0.75,1,1
CASE_002075,unknown_failure,new,5k_25k,reminder,1,11665.8,19876.86,1,3,4,0.75,1,1
CASE_002075,unknown_failure,new,5k_25k,escalate,1,11665.8,19876.86,1,3,4,0.75,1,0
CASE_002076,unknown_failure,new,5k_25k,retry,1,15819.21,19876.86,1,3,4,0.75,1,0
CASE_002076,unknown_failure,new,5k_25k,reminder,1,15819.21,19876.86,1,3,4,0.75,1,1
CASE_002076,unknown_failure,new,5k_25k,escalate,1,15819.21,19876.86,1,3,4,0.75,1,1
CASE_002077,insufficient_funds,new,0_5k,retry,1,2594.56,12876.48,2,2,4,0.5,1,0
CASE_002077,insufficient_funds,new,0_5k,reminder,1,2594.56,12876.48,2,2,4,0.5,1,0
CASE_002077,insufficient_funds,new,0_5k,escalate,1,2594.56,12876.48,2,2,4,0.5,1,1
CASE_002078,temporary_bank_failure,new,5k_25k,retry,1,19648.01,12876.48,2,2,4,0.5,1,1
CASE_002078,temporary_bank_failure,new,5k_25k,reminder,1,19648.01,12876.48,2,2,4,0.5,1,0
CASE_002078,temporary_bank_failure,new,5k_25k,escalate,1,19648.01,12876.48,2,2,4,0.5,1,1
CASE_002079,temporary_bank_failure,new,5k_25k,retry,1,13196.19,12876.48,2,2,4,0.5,1,0
CASE_002079,temporary_bank_failure,new,5k_25k,reminder,1,13196.19,12876.48,2,2,4,0.5,1,1
CASE_002079,temporary_bank_failure,new,5k_25k,escalate,1,13196.19,12876.48,2,2,4,0.5,1,1
CASE_002080,insufficient_funds,regular,25k_100k,retry,1,37202.74,68130.56,2,0,2,0.0,1,1
CASE_002080,insufficient_funds,regular,25k_100k,reminder,1,37202.74,68130.56,2,0,2,0.0,1,1
CASE_002080,insufficient_funds,regular,25k_100k,escalate,1,37202.74,68130.56,2,0,2,0.0,1,1
CASE_002081,unknown_failure,regular,25k_100k,retry,1,35299.71,68130.56,2,0,2,0.0,1,0
CASE_002081,unknown_failure,regular,25k_100k,reminder,1,35299.71,68130.56,2,0,2,0.0,1,1
CASE_002081,unknown_failure,regular,25k_100k,escalate,1,35299.71,68130.56,2,0,2,0.0,1,1
CASE_002082,unknown_failure,regular,25k_100k,retry,1,26250.24,85892.0,3,1,4,0.25,1,0
CASE_002082,unknown_failure,regular,25k_100k,reminder,1,26250.24,85892.0,3,1,4,0.25,1,1
CASE_002082,unknown_failure,regular,25k_100k,escalate,1,26250.24,85892.0,3,1,4,0.25,1,0
CASE_002083,risk_decline,regular,25k_100k,retry,1,46033.76,85892.0,3,1,4,0.25,1,0
CASE_002083,risk_decline,regular,25k_100k,reminder,1,46033.76,85892.0,3,1,4,0.25,1,0
CASE_002083,risk_decline,regular,25k_100k,escalate,1,46033.76,85892.0,3,1,4,0.25,1,0
CASE_002084,unknown_failure,regular,25k_100k,retry,1,39520.15,85892.0,3,1,4,0.25,1,1
CASE_002084,unknown_failure,regular,25k_100k,reminder,1,39520.15,85892.0,3,1,4,0.25,1,0
CASE_002084,unknown_failure,regular,25k_100k,escalate,1,39520.15,85892.0,3,1,4,0.25,1,0
CASE_002085,unknown_failure,regular,25k_100k,retry,1,39410.91,85892.0,3,1,4,0.25,1,1
CASE_002085,unknown_failure,regular,25k_100k,reminder,1,39410.91,85892.0,3,1,4,0.25,1,1
CASE_002085,unknown_failure,regular,25k_100k,escalate,1,39410.91,85892.0,3,1,4,0.25,1,0
CASE_002086,authentication_failed,regular,5k_25k,retry,1,10482.04,44461.67,2,1,3,0.3333333333333333,1,1
CASE_002086,authentication_failed,regular,5k_25k,reminder,1,10482.04,44461.67,2,1,3,0.3333333333333333,1,1
CASE_002086,authentication_failed,regular,5k_25k,escalate,1,10482.04,44461.67,2,1,3,0.3333333333333333,1,0
CASE_002087,unknown_failure,regular,5k_25k,retry,1,9470.9,44461.67,2,1,3,0.3333333333333333,1,0
CASE_002087,unknown_failure,regular,5k_25k,reminder,1,9470.9,44461.67,2,1,3,0.3333333333333333,1,0
CASE_002087,unknown_failure,regular,5k_25k,escalate,1,9470.9,44461.67,2,1,3,0.3333333333333333,1,0
CASE_002088,timeout,regular,5k_25k,retry,1,12052.92,44461.67,2,1,3,0.3333333333333333,1,1
CASE_002088,timeout,regular,5k_25k,reminder,1,12052.92,44461.67,2,1,3,0.3333333333333333,1,1
CASE_002088,timeout,regular,5k_25k,escalate,1,12052.92,44461.67,2,1,3,0.3333333333333333,1,1
CASE_002089,unknown_failure,regular,25k_100k,retry,1,49911.75,45054.97,4,0,4,0.0,1,0
CASE_002089,unknown_failure,regular,25k_100k,reminder,1,49911.75,45054.97,4,0,4,0.0,1,1
CASE_002089,unknown_failure,regular,25k_100k,escalate,1,49911.75,45054.97,4,0,4,0.0,1,1
CASE_002090,temporary_bank_failure,regular,0_5k,retry,1,3862.86,31376.56,8,1,9,0.1111111111111111,1,1
CASE_002090,temporary_bank_failure,regular,0_5k,reminder,1,3862.86,31376.56,8,1,9,0.1111111111111111,1,0
CASE_002090,temporary_bank_failure,regular,0_5k,escalate,1,3862.86,31376.56,8,1,9,0.1111111111111111,1,1
CASE_002091,blocked_instrument,regular,0_5k,retry,1,3246.26,31376.56,8,1,9,0.1111111111111111,1,0
CASE_002091,blocked_instrument,regular,0_5k,reminder,1,3246.26,31376.56,8,1,9,0.1111111111111111,1,0
CASE_002091,blocked_instrument,regular,0_5k,escalate,1,3246.26,31376.56,8,1,9,0.1111111111111111,1,0
CASE_002092,timeout,regular,0_5k,retry,1,4991.01,75324.67,0,0,0,0.0,1,0
CASE_002092,timeout,regular,0_5k,reminder,1,4991.01,75324.67,0,0,0,0.0,1,1
CASE_002092,timeout,regular,0_5k,escalate,1,4991.01,75324.67,0,0,0,0.0,1,0
CASE_002093,unknown_failure,regular,5k_25k,retry,1,8429.21,75324.67,0,0,0,0.0,1,0
CASE_002093,unknown_failure,regular,5k_25k,reminder,1,8429.21,75324.67,0,0,0,0.0,1,1
CASE_002093,unknown_failure,regular,5k_25k,escalate,1,8429.21,75324.67,0,0,0,0.0,1,1
CASE_002094,unknown_failure,regular,25k_100k,retry,1,38159.26,20696.81,4,1,5,0.2,1,0
CASE_002094,unknown_failure,regular,25k_100k,reminder,1,38159.26,20696.81,4,1,5,0.2,1,0
CASE_002094,unknown_failure,regular,25k_100k,escalate,1,38159.26,20696.81,4,1,5,0.2,1,0
CASE_002095,unknown_failure,regular,5k_25k,retry,1,23770.98,20696.81,4,1,5,0.2,1,0
CASE_002095,unknown_failure,regular,5k_25k,reminder,1,23770.98,20696.81,4,1,5,0.2,1,1
CASE_002095,unknown_failure,regular,5k_25k,escalate,1,23770.98,20696.81,4,1,5,0.2,1,1
CASE_002096,authentication_failed,regular,25k_100k,retry,1,38459.98,25395.17,1,1,2,0.5,1,0
CASE_002096,authentication_failed,regular,25k_100k,reminder,1,38459.98,25395.17,1,1,2,0.5,1,0
CASE_002096,authentication_failed,regular,25k_100k,escalate,1,38459.98,25395.17,1,1,2,0.5,1,1
CASE_002097,unknown_failure,regular,25k_100k,retry,1,31899.03,25395.17,1,1,2,0.5,1,0
CASE_002097,unknown_failure,regular,25k_100k,reminder,1,31899.03,25395.17,1,1,2,0.5,1,0
CASE_002097,unknown_failure,regular,25k_100k,escalate,1,31899.03,25395.17,1,1,2,0.5,1,1
CASE_002098,unknown_failure,high_value,25k_100k,retry,1,54489.92,472849.55,8,0,8,0.0,1,0
CASE_002098,unknown_failure,high_value,25k_100k,reminder,1,54489.92,472849.55,8,0,8,0.0,1,0
CASE_002098,unknown_failure,high_value,25k_100k,escalate,1,54489.92,472849.55,8,0,8,0.0,1,1
CASE_002099,unknown_failure,high_value,25k_100k,retry,1,73904.89,472849.55,8,0,8,0.0,1,0
CASE_002099,unknown_failure,high_value,25k_100k,reminder,1,73904.89,472849.55,8,0,8,0.0,1,0
CASE_002099,unknown_failure,high_value,25k_100k,escalate,1,73904.89,472849.55,8,0,8,0.0,1,1
CASE_002100,unknown_failure,regular,5k_25k,retry,1,12680.08,71950.39,1,1,2,0.5,1,0
CASE_002100,unknown_failure,regular,5k_25k,reminder,1,12680.08,71950.39,1,1,2,0.5,1,1
CASE_002100,unknown_failure,regular,5k_25k,escalate,1,12680.08,71950.39,1,1,2,0.5,1,1
CASE_002101,unknown_failure,regular,25k_100k,retry,1,44882.34,71950.39,1,1,2,0.5,1,0
CASE_002101,unknown_failure,regular,25k_100k,reminder,1,44882.34,71950.39,1,1,2,0.5,1,0
CASE_002101,unknown_failure,regular,25k_100k,escalate,1,44882.34,71950.39,1,1,2,0.5,1,1
CASE_002102,insufficient_funds,regular,0_5k,retry,1,3978.83,48331.28,4,0,4,0.0,1,0
CASE_002102,insufficient_funds,regular,0_5k,reminder,1,3978.83,48331.28,4,0,4,0.0,1,1
CASE_002102,insufficient_funds,regular,0_5k,escalate,1,3978.83,48331.28,4,0,4,0.0,1,1
CASE_002103,timeout,regular,5k_25k,retry,1,19548.01,48331.28,4,0,4,0.0,1,1
CASE_002103,timeout,regular,5k_25k,reminder,1,19548.01,48331.28,4,0,4,0.0,1,0
CASE_002103,timeout,regular,5k_25k,escalate,1,19548.01,48331.28,4,0,4,0.0,1,0
CASE_002104,unknown_failure,regular,25k_100k,retry,1,32349.88,45301.5,6,1,7,0.14285714285714285,1,1
CASE_002104,unknown_failure,regular,25k_100k,reminder,1,32349.88,45301.5,6,1,7,0.14285714285714285,1,0
CASE_002104,unknown_failure,regular,25k_100k,escalate,1,32349.88,45301.5,6,1,7,0.14285714285714285,1,0
CASE_002105,timeout,regular,5k_25k,retry,1,11466.29,45301.5,6,1,7,0.14285714285714285,1,1
CASE_002105,timeout,regular,5k_25k,reminder,1,11466.29,45301.5,6,1,7,0.14285714285714285,1,1
CASE_002105,timeout,regular,5k_25k,escalate,1,11466.29,45301.5,6,1,7,0.14285714285714285,1,1
CASE_002106,authentication_failed,regular,25k_100k,retry,1,65657.84,84044.49,3,0,3,0.0,1,0
CASE_002106,authentication_failed,regular,25k_100k,reminder,1,65657.84,84044.49,3,0,3,0.0,1,1
CASE_002106,authentication_failed,regular,25k_100k,escalate,1,65657.84,84044.49,3,0,3,0.0,1,1
CASE_002107,unknown_failure,high_value,25k_100k,retry,1,92836.94,337057.73,3,1,4,0.25,1,0
CASE_002107,unknown_failure,high_value,25k_100k,reminder,1,92836.94,337057.73,3,1,4,0.25,1,0
CASE_002107,unknown_failure,high_value,25k_100k,escalate,1,92836.94,337057.73,3,1,4,0.25,1,0
CASE_002108,unknown_failure,high_value,25k_100k,retry,1,48053.76,337057.73,3,1,4,0.25,1,1
CASE_002108,unknown_failure,high_value,25k_100k,reminder,1,48053.76,337057.73,3,1,4,0.25,1,1
CASE_002108,unknown_failure,high_value,25k_100k,escalate,1,48053.76,337057.73,3,1,4,0.25,1,1
CASE_002109,insufficient_funds,regular,5k_25k,retry,1,22567.16,67439.14,5,1,6,0.16666666666666666,1,0
CASE_002109,insufficient_funds,regular,5k_25k,reminder,1,22567.16,67439.14,5,1,6,0.16666666666666666,1,1
CASE_002109,insufficient_funds,regular,5k_25k,escalate,1,22567.16,67439.14,5,1,6,0.16666666666666666,1,1
CASE_002110,timeout,regular,25k_100k,retry,1,37747.91,67439.14,5,1,6,0.16666666666666666,1,1
CASE_002110,timeout,regular,25k_100k,reminder,1,37747.91,67439.14,5,1,6,0.16666666666666666,1,1
CASE_002110,timeout,regular,25k_100k,escalate,1,37747.91,67439.14,5,1,6,0.16666666666666666,1,0
CASE_002111,unknown_failure,regular,5k_25k,retry,1,11052.21,88246.33,2,1,3,0.3333333333333333,1,0
CASE_002111,unknown_failure,regular,5k_25k,reminder,1,11052.21,88246.33,2,1,3,0.3333333333333333,1,1
CASE_002111,unknown_failure,regular,5k_25k,escalate,1,11052.21,88246.33,2,1,3,0.3333333333333333,1,0
CASE_002112,unknown_failure,regular,25k_100k,retry,1,39401.63,80931.93,2,1,3,0.3333333333333333,1,0
CASE_002112,unknown_failure,regular,25k_100k,reminder,1,39401.63,80931.93,2,1,3,0.3333333333333333,1,1
CASE_002112,unknown_failure,regular,25k_100k,escalate,1,39401.63,80931.93,2,1,3,0.3333333333333333,1,0
CASE_002113,temporary_bank_failure,regular,5k_25k,retry,1,12214.59,24989.14,5,1,6,0.16666666666666666,1,1
CASE_002113,temporary_bank_failure,regular,5k_25k,reminder,1,12214.59,24989.14,5,1,6,0.16666666666666666,1,1
CASE_002113,temporary_bank_failure,regular,5k_25k,escalate,1,12214.59,24989.14,5,1,6,0.16666666666666666,1,1
CASE_002114,unknown_failure,regular,0_5k,retry,1,4417.37,24989.14,5,1,6,0.16666666666666666,1,1
CASE_002114,unknown_failure,regular,0_5k,reminder,1,4417.37,24989.14,5,1,6,0.16666666666666666,1,1
CASE_002114,unknown_failure,regular,0_5k,escalate,1,4417.37,24989.14,5,1,6,0.16666666666666666,1,1
CASE_002115,temporary_bank_failure,regular,5k_25k,retry,1,5100.37,46116.81,2,2,4,0.5,1,1
CASE_002115,temporary_bank_failure,regular,5k_25k,reminder,1,5100.37,46116.81,2,2,4,0.5,1,0
CASE_002115,temporary_bank_failure,regular,5k_25k,escalate,1,5100.37,46116.81,2,2,4,0.5,1,0
CASE_002116,risk_decline,regular,0_5k,retry,1,3463.34,46116.81,2,2,4,0.5,1,0
CASE_002116,risk_decline,regular,0_5k,reminder,1,3463.34,46116.81,2,2,4,0.5,1,0
CASE_002116,risk_decline,regular,0_5k,escalate,1,3463.34,46116.81,2,2,4,0.5,1,0
CASE_002117,authentication_failed,regular,25k_100k,retry,1,41152.03,46116.81,2,2,4,0.5,1,1
CASE_002117,authentication_failed,regular,25k_100k,reminder,1,41152.03,46116.81,2,2,4,0.5,1,0
CASE_002117,authentication_failed,regular,25k_100k,escalate,1,41152.03,46116.81,2,2,4,0.5,1,0
CASE_002118,unknown_failure,regular,25k_100k,retry,1,31723.06,46116.81,2,2,4,0.5,1,0
CASE_002118,unknown_failure,regular,25k_100k,reminder,1,31723.06,46116.81,2,2,4,0.5,1,0
CASE_002118,unknown_failure,regular,25k_100k,escalate,1,31723.06,46116.81,2,2,4,0.5,1,0
CASE_002119,temporary_bank_failure,regular,5k_25k,retry,1,10089.36,93545.74,4,2,6,0.3333333333333333,0,1
CASE_002119,temporary_bank_failure,regular,5k_25k,reminder,1,10089.36,93545.74,4,2,6,0.3333333333333333,0,1
CASE_002119,temporary_bank_failure,regular,5k_25k,escalate,1,10089.36,93545.74,4,2,6,0.3333333333333333,0,1
CASE_002120,authentication_failed,regular,5k_25k,retry,1,14641.59,93545.74,4,2,6,0.3333333333333333,0,0
CASE_002120,authentication_failed,regular,5k_25k,reminder,1,14641.59,93545.74,4,2,6,0.3333333333333333,0,1
CASE_002120,authentication_failed,regular,5k_25k,escalate,1,14641.59,93545.74,4,2,6,0.3333333333333333,0,0
CASE_002121,risk_decline,regular,25k_100k,retry,1,36601.85,79604.13,1,1,2,0.5,1,0
CASE_002121,risk_decline,regular,25k_100k,reminder,1,36601.85,79604.13,1,1,2,0.5,1,1
